,id,videoId,content,author_name,author_profile_image_url,like_count,published_at,updated_at
0,UgyNPSeSnE20TQ3Nxzx4AaABAg,ZOfPPHcAa7E,"This is the sequel to The Rocketeer that we will never get from Disney, it certainly comes closer to the pulp adventure genre than every other MCU flick. Joe Johnston always had a penchant for films with that old time adventure quality, under a better regime he would have been the go-director for Star Wars and Indiana Jones.",Oscar Stainton,https://yt3.ggpht.com/ytc/AGIKgqMKtVXTRL4oamWmReegrtI1kp_gkvuleTgePkizMg=s48-c-k-c0x00ffffff-no-rj,172,2021-10-15T18:22:36Z,2021-10-15T18:22:36Z
